x               rho            P              T            ur           uphi        uz         Br           Bphi        Bz
0.010000        0.99973        0.99975        1.000        1.000        1.00       -0.0       -0.010       -0.01       -0.0
0.010163        0.99973        0.99975        1.000        1.000        1.00       -0.0       -0.010       -0.01       -0.0
0.010328        0.99971        0.99973        1.000        1.000        1.00       -0.0       -0.010       -0.01       -0.0
0.010496        0.99970        0.99972        1.000        1.000        1.00       -0.0       -0.010       -0.01       -0.0
0.010667        0.99969        0.99971        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.010840        0.99967        0.99969        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.011016        0.99966        0.99968        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.011196        0.99964        0.99967        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.011378        0.99963        0.99965        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.011563        0.99961        0.99964        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.011751        0.99960        0.99962        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.011942        0.99958        0.99961        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.012136        0.99957        0.99960        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.012334        0.99955        0.99958        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.012534        0.99953        0.99957        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.012738        0.99952        0.99955        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.012945        0.99950        0.99953        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.013156        0.99948        0.99952        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.013370        0.99947        0.99950        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.013587        0.99945        0.99949        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.013808        0.99943        0.99947        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.014033        0.99941        0.99945        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.014261        0.99940        0.99944        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.014493        0.99938        0.99942        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.014729        0.99936        0.99940        1.000        1.000        1.00       -0.0       -0.015       -0.01       -0.0
0.014968        0.99934        0.99938        1.000        1.000        1.00       -0.0       -0.015       -0.01       -0.0
0.015212        0.99932        0.99936        1.000        1.000        1.00       -0.0       -0.015       -0.02       -0.0
0.015459        0.99930        0.99934        1.000        1.000        1.00       -0.0       -0.015       -0.02       -0.0
0.015711        0.99928        0.99933        1.000        1.000        1.00       -0.0       -0.016       -0.02       -0.0
0.015966        0.99926        0.99931        1.000        1.000        1.00       -0.0       -0.016       -0.02       -0.0
0.016226        0.99924        0.99929        1.000        1.000        1.00       -0.0       -0.016       -0.02       -0.0
0.016490        0.99921        0.99927        1.000        1.000        1.00       -0.0       -0.016       -0.02       -0.0
0.016758        0.99919        0.99925        1.000        1.000        1.00       -0.0       -0.017       -0.02       -0.0
0.017031        0.99917        0.99923        1.000        1.000        1.00       -0.0       -0.017       -0.02       -0.0
0.017308        0.99915        0.99920        1.000        1.000        1.00       -0.0       -0.017       -0.02       -0.0
0.017589        0.99913        0.99918        1.000        1.001        1.00       -0.0       -0.018       -0.02       -0.0
0.017875        0.99910        0.99916        1.000        1.001        1.00       -0.0       -0.018       -0.02       -0.0
0.018166        0.99908        0.99914        1.000        1.001        1.00       -0.0       -0.018       -0.02       -0.0
0.018461        0.99906        0.99912        1.000        1.001        1.00       -0.0       -0.018       -0.02       -0.0
0.018762        0.99903        0.99909        1.000        1.001        1.00       -0.0       -0.019       -0.02       -0.0
0.019067        0.99901        0.99907        1.000        1.001        1.00       -0.0       -0.019       -0.02       -0.0
0.019377        0.99898        0.99905        1.000        1.001        1.00       -0.0       -0.019       -0.02       -0.0
0.019692        0.99896        0.99902        1.000        1.001        1.00       -0.0       -0.020       -0.02       -0.0
0.020012        0.99893        0.99900        1.000        1.001        1.00       -0.0       -0.020       -0.02       -0.0
0.020338        0.99889        0.99896        1.000        1.001        1.00       -0.0       -0.020       -0.02       -0.0
0.020669        0.99885        0.99892        1.000        1.001        1.00       -0.0       -0.021       -0.02       -0.0
0.021005        0.99880        0.99888        1.000        1.001        1.00       -0.0       -0.021       -0.02       -0.0
0.021347        0.99875        0.99884        1.000        1.001        1.00       -0.0       -0.021       -0.02       -0.0
0.021694        0.99871        0.99879        1.000        1.001        1.00       -0.0       -0.022       -0.02       -0.0
0.022047        0.99866        0.99875        1.000        1.001        1.00       -0.0       -0.022       -0.02       -0.0
0.022405        0.99861        0.99870        1.000        1.001        1.00       -0.0       -0.022       -0.02       -0.0
0.022770        0.99856        0.99866        1.000        1.001        1.00       -0.0       -0.023       -0.02       -0.0
0.023140        0.99851        0.99861        1.000        1.001        1.00       -0.0       -0.023       -0.02       -0.0
0.023516        0.99846        0.99856        1.000        1.001        1.00       -0.0       -0.024       -0.02       -0.0
0.023899        0.99841        0.99852        1.000        1.001        1.00       -0.0       -0.024       -0.02       -0.0
0.024288        0.99836        0.99847        1.000        1.001        1.00       -0.0       -0.024       -0.02       -0.0
0.024683        0.99831        0.99842        1.000        1.001        1.00       -0.0       -0.025       -0.02       -0.0
0.025084        0.99825        0.99837        1.000        1.001        1.00       -0.0       -0.025       -0.03       -0.0
0.025492        0.99820        0.99832        1.000        1.001        1.00       -0.0       -0.025       -0.03       -0.0
0.025907        0.99814        0.99826        1.000        1.001        1.00       -0.0       -0.026       -0.03       -0.0
0.026328        0.99808        0.99821        1.000        1.001        1.00       -0.0       -0.026       -0.03       -0.0
0.026756        0.99803        0.99816        1.000        1.001        1.00       -0.0       -0.027       -0.03       -0.0
0.027192        0.99797        0.99810        1.000        1.001        1.00       -0.0       -0.027       -0.03       -0.0
0.027634        0.99791        0.99805        1.000        1.001        1.00       -0.0       -0.028       -0.03       -0.0
0.028083        0.99785        0.99799        1.000        1.001        1.00       -0.0       -0.028       -0.03       -0.0
0.028540        0.99779        0.99793        1.000        1.001        1.00       -0.0       -0.029       -0.03       -0.0
0.029004        0.99772        0.99787        1.000        1.001        1.00       -0.0       -0.029       -0.03       -0.0
0.029476        0.99766        0.99782        1.000        1.001        1.00       -0.0       -0.029       -0.03       -0.0
0.029955        0.99760        0.99775        1.000        1.001        1.00       -0.0       -0.030       -0.03       -0.0
0.030443        0.99751        0.99768        1.000        1.001        1.00       -0.0       -0.030       -0.03       -0.0
0.030938        0.99742        0.99759        1.000        1.002        1.00       -0.0       -0.031       -0.03       -0.0
0.031441        0.99733        0.99750        1.000        1.002        1.00       -0.0       -0.031       -0.03       -0.0
0.031952        0.99723        0.99741        1.000        1.002        1.00       -0.0       -0.032       -0.03       -0.0
0.032472        0.99713        0.99732        1.000        1.002        1.00       -0.0       -0.032       -0.03       -0.0
0.033000        0.99703        0.99723        1.000        1.002        1.00       -0.0       -0.033       -0.03       -0.0
0.033537        0.99693        0.99713        1.000        1.002        1.00       -0.0       -0.034       -0.03       -0.0
0.034083        0.99683        0.99704        1.000        1.002        1.00       -0.0       -0.034       -0.03       -0.0
0.034637        0.99672        0.99694        1.000        1.002        1.00       -0.0       -0.035       -0.03       -0.0
0.035200        0.99662        0.99684        1.000        1.002        1.00       -0.0       -0.035       -0.04       -0.0
