x               rho            P              T            ur           uphi        uz         Br           Bphi        Bz
0.010000        0.99967        0.99968        1.000        1.000        1.00       -0.0       -0.010       -0.01       -0.0
0.010163        0.99966        0.99967        1.000        1.000        1.00       -0.0       -0.010       -0.01       -0.0
0.010328        0.99964        0.99965        1.000        1.000        1.00       -0.0       -0.010       -0.01       -0.0
0.010496        0.99962        0.99963        1.000        1.000        1.00       -0.0       -0.010       -0.01       -0.0
0.010667        0.99960        0.99961        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.010840        0.99957        0.99959        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.011016        0.99955        0.99957        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.011196        0.99953        0.99955        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.011378        0.99951        0.99953        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.011563        0.99949        0.99950        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.011751        0.99947        0.99948        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.011942        0.99944        0.99946        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.012136        0.99942        0.99944        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.012334        0.99940        0.99941        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.012534        0.99937        0.99939        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.012738        0.99935        0.99937        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.012945        0.99932        0.99934        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.013156        0.99930        0.99932        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.013370        0.99927        0.99929        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.013587        0.99925        0.99927        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.013808        0.99922        0.99924        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.014033        0.99919        0.99922        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.014261        0.99917        0.99919        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.014493        0.99914        0.99916        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.014729        0.99911        0.99914        1.000        1.000        1.00       -0.0       -0.015       -0.01       -0.0
0.014968        0.99908        0.99911        1.000        1.000        1.00       -0.0       -0.015       -0.01       -0.0
0.015212        0.99905        0.99908        1.000        1.000        1.00       -0.0       -0.015       -0.02       -0.0
0.015459        0.99903        0.99905        1.000        1.000        1.00       -0.0       -0.015       -0.02       -0.0
0.015711        0.99900        0.99902        1.000        1.000        1.00       -0.0       -0.016       -0.02       -0.0
0.015966        0.99896        0.99899        1.000        1.000        1.00       -0.0       -0.016       -0.02       -0.0
0.016226        0.99893        0.99896        1.000        1.000        1.00       -0.0       -0.016       -0.02       -0.0
0.016490        0.99890        0.99893        1.000        1.000        1.00       -0.0       -0.016       -0.02       -0.0
0.016758        0.99887        0.99890        1.000        1.000        1.00       -0.0       -0.017       -0.02       -0.0
0.017031        0.99884        0.99887        1.000        0.999        1.00       -0.0       -0.017       -0.02       -0.0
0.017308        0.99881        0.99884        1.000        0.999        1.00       -0.0       -0.017       -0.02       -0.0
0.017589        0.99877        0.99881        1.000        0.999        1.00       -0.0       -0.018       -0.02       -0.0
0.017875        0.99874        0.99877        1.000        0.999        1.00       -0.0       -0.018       -0.02       -0.0
0.018166        0.99870        0.99874        1.000        0.999        1.00       -0.0       -0.018       -0.02       -0.0
0.018461        0.99867        0.99871        1.000        0.999        1.00       -0.0       -0.018       -0.02       -0.0
0.018762        0.99863        0.99867        1.000        0.999        1.00       -0.0       -0.019       -0.02       -0.0
0.019067        0.99860        0.99863        1.000        0.999        1.00       -0.0       -0.019       -0.02       -0.0
0.019377        0.99856        0.99860        1.000        0.999        1.00       -0.0       -0.019       -0.02       -0.0
0.019692        0.99852        0.99856        1.000        0.999        1.00       -0.0       -0.020       -0.02       -0.0
0.020012        0.99848        0.99853        1.000        0.999        1.00       -0.0       -0.020       -0.02       -0.0
0.020338        0.99843        0.99847        1.000        0.999        1.00       -0.0       -0.020       -0.02       -0.0
0.020669        0.99836        0.99841        1.000        0.999        1.00       -0.0       -0.021       -0.02       -0.0
0.021005        0.99829        0.99834        1.000        0.999        1.00       -0.0       -0.021       -0.02       -0.0
0.021347        0.99823        0.99828        1.000        0.999        1.00       -0.0       -0.021       -0.02       -0.0
0.021694        0.99816        0.99821        1.000        0.999        1.00       -0.0       -0.022       -0.02       -0.0
0.022047        0.99809        0.99814        1.000        0.999        1.00       -0.0       -0.022       -0.02       -0.0
0.022405        0.99802        0.99807        1.000        0.999        1.00       -0.0       -0.022       -0.02       -0.0
0.022770        0.99795        0.99800        1.000        0.999        1.00       -0.0       -0.023       -0.02       -0.0
0.023140        0.99787        0.99793        1.000        0.999        1.00       -0.0       -0.023       -0.02       -0.0
0.023516        0.99780        0.99786        1.000        0.999        1.00       -0.0       -0.023       -0.02       -0.0
0.023899        0.99772        0.99778        1.000        0.999        1.00       -0.0       -0.024       -0.02       -0.0
0.024288        0.99765        0.99771        1.000        0.999        1.00       -0.0       -0.024       -0.02       -0.0
0.024683        0.99757        0.99763        1.000        0.999        1.00       -0.0       -0.025       -0.02       -0.0
0.025084        0.99749        0.99756        1.000        0.999        1.00       -0.0       -0.025       -0.03       -0.0
0.025492        0.99741        0.99748        1.000        0.999        1.00       -0.0       -0.025       -0.03       -0.0
0.025907        0.99733        0.99740        1.000        0.999        1.00       -0.0       -0.026       -0.03       -0.0
0.026328        0.99724        0.99732        1.000        0.999        1.00       -0.0       -0.026       -0.03       -0.0
0.026756        0.99716        0.99723        1.000        0.999        1.00       -0.0       -0.027       -0.03       -0.0
0.027192        0.99707        0.99715        1.000        0.999        1.00       -0.0       -0.027       -0.03       -0.0
0.027634        0.99699        0.99707        1.000        0.999        1.00       -0.0       -0.028       -0.03       -0.0
